"","threshold","prevalence","ntaxa","fraction","false_negatives","false_positives","pos_to_neg_ratio"
"167",80,0.7,33,0.471291515843626,19.7179203539823,0.527417825537295,0.0267481466639952
"168",80,0.8,12,0.304489007055787,21.6577117572693,0.18173198482933,0.00839109813936519
"169",80,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"170",80,1,0,0,22.9278603034134,0,0
"171",85,0.1,559,0.97536657725476,2.84252528445006,25.041482300885,8.80958999305073
"172",85,0.2,322,0.933709322098231,7.20804361567636,12.3123419721871,1.70813921622362
"173",85,0.3,187,0.88084714110162,11.3424462705436,5.9102402022756,0.521072796934866
"174",85,0.4,124,0.812931779769526,13.957806573957,3.32253476611884,0.238041324653269
"175",85,0.5,83,0.645959184868289,16.2630372945638,1.95559418457649,0.120247783311065
"176",85,0.6,52,0.548739610401061,18.2265328697851,1.03310682680152,0.0566814782702937
"177",85,0.7,32,0.464296776538743,19.808786346397,0.521491782553729,0.0263262863980854
"178",85,0.8,12,0.304489007055787,21.6577117572693,0.18173198482933,0.00839109813936519
"179",85,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"180",85,1,0,0,22.9278603034134,0,0
"181",90,0.1,554,0.975184552606096,2.94129266750948,24.7096238938053,8.40094022834117
"182",90,0.2,319,0.93352536589844,7.27323008849558,12.1088811630847,1.66485605649104
"183",90,0.3,185,0.880674896751026,11.4036820480405,5.74628634639697,0.503897453663606
"184",90,0.4,124,0.812931779769526,13.957806573957,3.32253476611884,0.238041324653269
"185",90,0.5,82,0.645754383906292,16.2867414664981,1.85287610619469,0.113765918738629
"186",90,0.6,51,0.548472878664806,18.2541877370417,0.948166877370417,0.0519424304728925
"187",90,0.7,31,0.463460322742462,19.8798988621997,0.466182048040455,0.023449920508744
"188",90,0.8,11,0.302863689929218,21.7821586599241,0.18173198482933,0.0083431577038179
"189",90,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"190",90,1,0,0,22.9278603034134,0,0
"191",95,0.1,549,0.974943445365598,3.0736409608091,24.3777654867257,7.93123393316195
"192",95,0.2,317,0.933445445646403,7.34236725663717,12.0357932996207,1.63922518159806
"193",95,0.3,183,0.880408364638887,11.4609671302149,5.61196270543616,0.489658738366081
"194",95,0.4,123,0.812766915558196,13.9716340075853,3.2099399494311,0.229746924925774
"195",95,0.5,82,0.645754383906292,16.2867414664981,1.85287610619469,0.113765918738629
"196",95,0.6,51,0.548472878664806,18.2541877370417,0.948166877370417,0.0519424304728925
"197",95,0.7,30,0.463051650437138,19.9786662452592,0.452354614412137,0.0226418825390548
"198",95,0.8,11,0.302863689929218,21.7821586599241,0.18173198482933,0.0083431577038179
"199",95,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"200",95,1,0,0,22.9278603034134,0,0
"201",100,0.1,547,0.974882275572021,3.10919721871049,24.2651706700379,7.80432020330368
"202",100,0.2,314,0.93286211928651,7.4391592920354,11.9192477876106,1.60223048327138
"203",100,0.3,181,0.879999895723961,11.5162768647282,5.43615676359039,0.472041166380789
"204",100,0.4,123,0.812766915558196,13.9716340075853,3.2099399494311,0.229746924925774
"205",100,0.5,81,0.645495533130795,16.3104456384324,1.75015802781289,0.107302894513746
"206",100,0.6,51,0.548472878664806,18.2541877370417,0.948166877370417,0.0519424304728925
"207",100,0.7,30,0.463051650437138,19.9786662452592,0.452354614412137,0.0226418825390548
"208",100,0.8,11,0.302863689929218,21.7821586599241,0.18173198482933,0.0083431577038179
"209",100,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"210",100,1,0,0,22.9278603034134,0,0
